0,6
1,0
2,2
3,3
4,6
5,3
6,2
7,7
8,7
9,6
10,3
11,9
12,5
13,2
14,5
15,2
16,6
17,8
18,5
19,1
20,8
21,7
22,7
23,6
24,9
25,0
26,5
27,8
28,10
29,1
30,1
31,5
32,2
33,0
34,5
35,1
36,11
37,0
38,5
39,2
40,3
41,6
42,12
43,5
44,4
45,0
46,10
47,2
48,4
49,10
50,9
51,7
52,3
53,10
54,5
55,1
56,8
57,4
58,10
59,9
60,2
61,5
62,8
63,9
64,2
65,8
66,4
67,10
68,7
69,9
70,8
71,5
72,3
73,10
74,3
75,4
76,8
77,7
78,7
79,1
80,13
81,3
82,14
83,10
84,3
85,5
86,4
87,8
88,10
89,0
90,15
91,4
92,4
93,6
94,1
95,8
96,8
97,9
98,3
99,5
100,2
101,1
102,3
103,0
104,6
105,0
106,2
107,3
108,7
109,0
110,4
111,7
112,4
113,8
114,10
