0,0
1,1
2,5
3,6
4,0
5,6
6,5
7,8
8,8
9,0
10,6
11,0
12,7
13,5
14,7
15,5
16,0
17,3
18,7
19,2
20,3
21,8
22,8
23,0
24,0
25,1
26,7
27,3
28,0
29,2
30,2
31,7
32,5
33,1
34,7
35,2
36,7
37,1
38,7
39,5
40,6
41,0
42,7
43,7
44,4
45,1
46,9
47,5
48,4
49,9
50,0
51,8
52,6
53,9
54,7
55,2
56,3
57,4
58,3
59,3
60,5
61,7
62,3
63,3
64,5
65,3
66,4
67,9
68,8
69,0
70,3
71,7
72,6
73,9
74,6
75,4
76,3
77,8
78,8
79,2
80,2
81,6
82,2
83,9
84,6
85,7
86,4
87,3
88,9
89,1
90,0
91,4
92,4
93,0
94,2
95,3
96,3
97,3
98,6
99,7
100,5
101,2
102,6
103,1
104,0
105,1
106,5
107,6
108,8
109,1
110,9
111,8
112,4
113,3
114,9
