0,0
1,1
2,2
3,3
4,0
5,3
6,2
7,4
8,4
9,0
10,3
11,5
12,3
13,2
14,3
15,2
16,0
17,6
18,3
19,7
20,6
21,4
22,4
23,0
24,5
25,1
26,3
27,6
28,5
29,7
30,7
31,3
32,2
33,1
34,3
35,7
36,3
37,1
38,3
39,2
40,3
41,0
42,3
43,3
44,8
45,1
46,9
47,2
48,8
49,9
50,5
51,4
52,3
53,9
54,3
55,7
56,6
57,8
58,3
59,3
60,2
61,3
62,6
63,3
64,2
65,6
66,8
67,9
68,4
69,5
70,6
71,3
72,3
73,9
74,3
75,8
76,6
77,4
78,4
79,7
80,7
81,3
82,7
83,9
84,3
85,3
86,8
87,6
88,9
89,1
90,5
91,8
92,8
93,0
94,7
95,6
96,6
97,3
98,3
99,3
100,2
101,7
102,3
103,1
104,0
105,1
106,2
107,3
108,4
109,1
110,9
111,4
112,8
113,6
114,9
