0,0
1,1
2,2
3,3
4,0
5,3
6,2
7,4
8,4
9,0
10,3
11,3
12,5
13,2
14,5
15,2
16,0
17,6
18,7
19,8
20,6
21,4
22,4
23,0
24,0
25,1
26,5
27,6
28,0
29,8
30,8
31,7
32,2
33,1
34,7
35,8
36,7
37,1
38,5
39,2
40,3
41,0
42,7
43,7
44,2
45,1
46,9
47,2
48,2
49,9
50,4
51,4
52,3
53,9
54,5
55,8
56,6
57,2
58,6
59,6
60,2
61,5
62,6
63,6
64,2
65,6
66,2
67,9
68,4
69,0
70,6
71,5
72,3
73,9
74,3
75,2
76,6
77,4
78,4
79,8
80,8
81,3
82,8
83,9
84,3
85,5
86,2
87,6
88,9
89,1
90,0
91,2
92,2
93,0
94,8
95,6
96,6
97,3
98,3
99,5
100,2
101,8
102,3
103,1
104,0
105,1
106,2
107,3
108,4
109,1
110,9
111,4
112,2
113,6
114,9
