0,0
1,1
2,2
3,3
4,0
5,3
6,4
7,5
8,5
9,0
10,3
11,6
12,7
13,4
14,7
15,4
16,0
17,8
18,7
19,6
20,8
21,5
22,5
23,0
24,6
25,1
26,7
27,8
28,6
29,6
30,6
31,7
32,4
33,1
34,7
35,6
36,7
37,1
38,7
39,4
40,3
41,0
42,7
43,7
44,5
45,1
46,9
47,4
48,5
49,9
50,6
51,5
52,3
53,9
54,7
55,6
56,8
57,5
58,9
59,8
60,4
61,7
62,8
63,8
64,4
65,8
66,5
67,9
68,5
69,6
70,8
71,7
72,3
73,9
74,3
75,5
76,8
77,5
78,5
79,6
80,6
81,3
82,6
83,9
84,3
85,7
86,5
87,8
88,9
89,1
90,6
91,5
92,5
93,0
94,6
95,8
96,8
97,5
98,3
99,7
100,4
101,6
102,3
103,1
104,0
105,1
106,4
107,3
108,5
109,1
110,9
111,5
112,5
113,8
114,9
