0,0
1,1
2,2
3,3
4,0
5,3
6,2
7,4
8,4
9,0
10,3
11,5
12,6
13,2
14,6
15,2
16,0
17,7
18,8
19,9
20,7
21,4
22,4
23,0
24,5
25,1
26,6
27,7
28,5
29,9
30,9
31,8
32,2
33,1
34,8
35,9
36,10
37,1
38,6
39,2
40,3
41,0
42,1
43,6
44,11
45,1
46,12
47,2
48,11
49,12
50,5
51,4
52,3
53,12
54,8
55,9
56,7
57,11
58,5
59,5
60,2
61,8
62,7
63,11
64,2
65,7
66,11
67,12
68,4
69,5
70,7
71,8
72,3
73,12
74,3
75,11
76,7
77,4
78,4
79,9
80,9
81,3
82,9
83,12
84,3
85,6
86,11
87,7
88,12
89,1
90,5
91,11
92,11
93,0
94,9
95,7
96,7
97,11
98,3
99,8
100,2
101,9
102,3
103,1
104,0
105,1
106,2
107,3
108,4
109,1
110,12
111,4
112,11
113,7
114,12
