0,0
1,1
2,2
3,3
4,0
5,3
6,2
7,4
8,4
9,0
10,3
11,3
12,1
13,2
14,1
15,2
16,0
17,5
18,1
19,6
20,5
21,4
22,4
23,0
24,0
25,1
26,1
27,5
28,0
29,6
30,6
31,1
32,2
33,1
34,1
35,6
36,1
37,1
38,1
39,2
40,3
41,0
42,1
43,1
44,7
45,1
46,8
47,2
48,7
49,8
50,4
51,4
52,3
53,8
54,1
55,6
56,5
57,7
58,5
59,5
60,2
61,1
62,5
63,5
64,2
65,5
66,7
67,8
68,4
69,0
70,5
71,1
72,3
73,8
74,3
75,7
76,5
77,4
78,4
79,6
80,6
81,3
82,6
83,8
84,3
85,1
86,7
87,5
88,8
89,1
90,0
91,7
92,7
93,0
94,6
95,5
96,5
97,7
98,3
99,1
100,2
101,6
102,3
103,1
104,0
105,1
106,2
107,3
108,4
109,1
110,8
111,4
112,7
113,5
114,8
