0,0
1,1
2,2
3,3
4,0
5,3
6,2
7,4
8,4
9,0
10,3
11,0
12,5
13,2
14,5
15,2
16,0
17,6
18,5
19,2
20,6
21,4
22,4
23,0
24,0
25,1
26,5
27,6
28,0
29,2
30,2
31,5
32,2
33,1
34,5
35,2
36,5
37,1
38,5
39,2
40,3
41,0
42,5
43,5
44,7
45,1
46,8
47,2
48,7
49,8
50,4
51,4
52,3
53,8
54,5
55,2
56,6
57,7
58,6
59,6
60,2
61,5
62,6
63,6
64,2
65,6
66,7
67,8
68,4
69,0
70,6
71,5
72,3
73,8
74,3
75,7
76,6
77,4
78,4
79,2
80,2
81,3
82,2
83,8
84,3
85,5
86,7
87,6
88,8
89,1
90,0
91,7
92,7
93,0
94,2
95,6
96,6
97,7
98,3
99,5
100,2
101,2
102,3
103,1
104,0
105,1
106,2
107,3
108,4
109,1
110,8
111,4
112,7
113,6
114,8
