0,0
1,1
2,2
3,0
4,0
5,0
6,2
7,3
8,3
9,0
10,0
11,4
12,5
13,2
14,5
15,2
16,0
17,6
18,5
19,7
20,6
21,3
22,3
23,0
24,4
25,1
26,5
27,6
28,4
29,7
30,7
31,5
32,2
33,1
34,5
35,7
36,5
37,1
38,5
39,2
40,0
41,0
42,5
43,5
44,8
45,1
46,9
47,2
48,8
49,9
50,4
51,3
52,0
53,9
54,5
55,7
56,6
57,8
58,10
59,10
60,2
61,5
62,6
63,10
64,2
65,6
66,8
67,9
68,3
69,4
70,6
71,5
72,0
73,9
74,0
75,8
76,6
77,3
78,3
79,7
80,7
81,0
82,7
83,9
84,0
85,5
86,8
87,6
88,9
89,1
90,4
91,8
92,8
93,0
94,7
95,6
96,6
97,4
98,0
99,5
100,2
101,7
102,0
103,1
104,0
105,1
106,2
107,0
108,3
109,1
110,9
111,3
112,8
113,6
114,9
