0,0
1,0
2,1
3,0
4,0
5,0
6,1
7,0
8,0
9,0
10,0
11,0
12,2
13,3
14,3
15,1
16,0
17,2
18,2
19,1
20,1
21,0
22,0
23,0
24,0
25,0
26,3
27,4
28,5
29,1
30,1
31,6
32,1
33,0
34,3
35,1
36,2
37,0
38,3
39,3
40,0
41,0
42,3
43,5
44,6
45,0
46,0
47,1
48,6
49,0
50,1
51,0
52,0
53,0
54,3
55,1
56,1
57,6
58,2
59,5
60,1
61,6
62,4
63,3
64,3
65,5
66,1
67,0
68,1
69,0
70,5
71,3
72,0
73,0
74,0
75,6
76,1
77,0
78,0
79,1
80,0
81,0
82,1
83,0
84,0
85,5
86,1
87,5
88,0
89,0
90,0
91,6
92,6
93,0
94,1
95,4
96,5
97,1
98,0
99,3
100,3
101,1
102,3
103,0
104,0
105,0
106,1
107,0
108,0
109,0
110,0
111,0
112,6
113,5
114,0
