0,0
1,0
2,1
3,2
4,1
5,3
6,1
7,0
8,0
9,1
10,0
11,0
12,4
13,1
14,4
15,1
16,2
17,4
18,4
19,4
20,4
21,0
22,0
23,0
24,0
25,5
26,4
27,4
28,0
29,1
30,1
31,4
32,1
33,5
34,4
35,4
36,4
37,5
38,4
39,1
40,2
41,2
42,4
43,4
44,1
45,5
46,0
47,1
48,0
49,1
50,0
51,2
52,0
53,0
54,4
55,4
56,4
57,4
58,1
59,4
60,1
61,1
62,4
63,4
64,1
65,4
66,1
67,2
68,0
69,0
70,4
71,4
72,0
73,0
74,3
75,4
76,4
77,0
78,0
79,4
80,0
81,0
82,1
83,0
84,0
85,1
86,0
87,0
88,0
89,5
90,0
91,0
92,1
93,0
94,4
95,4
96,4
97,3
98,0
99,1
100,1
101,4
102,5
103,5
104,2
105,5
106,1
107,0
108,0
109,5
110,0
111,0
112,0
113,4
114,1
