0,0
1,1
2,2
3,3
4,0
5,3
6,4
7,3
8,2
9,0
10,3
11,5
12,6
13,2
14,5
15,7
16,0
17,5
18,5
19,4
20,5
21,2
22,3
23,0
24,5
25,5
26,5
27,5
28,5
29,4
30,4
31,5
32,2
33,1
34,5
35,4
36,5
37,5
38,5
39,2
40,3
41,0
42,5
43,5
44,5
45,1
46,2
47,2
48,5
49,5
50,5
51,2
52,3
53,5
54,5
55,4
56,5
57,5
58,5
59,5
60,7
61,5
62,5
63,5
64,2
65,5
66,5
67,2
68,2
69,5
70,5
71,5
72,3
73,2
74,3
75,3
76,5
77,2
78,5
79,4
80,4
81,3
82,0
83,2
84,3
85,6
86,5
87,5
88,5
89,1
90,5
91,5
92,5
93,0
94,4
95,5
96,5
97,5
98,3
99,5
100,0
101,4
102,3
103,1
104,0
105,5
106,2
107,3
108,3
109,1
110,2
111,2
112,5
113,5
114,2
