0,0
1,1
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,3
15,2
16,0
17,0
18,3
19,2
20,2
21,2
22,2
23,2
24,2
25,1
26,3
27,0
28,2
29,1
30,2
31,1
32,2
33,2
34,3
35,1
36,2
37,1
38,3
39,2
40,2
41,0
42,3
43,3
44,2
45,2
46,4
47,2
48,5
49,4
50,2
51,2
52,2
53,4
54,3
55,1
56,6
57,5
58,2
59,2
60,2
61,3
62,0
63,1
64,2
65,7
66,2
67,4
68,2
69,2
70,7
71,3
72,2
73,2
74,2
75,2
76,0
77,2
78,2
79,1
80,2
81,2
82,2
83,4
84,2
85,2
86,5
87,6
88,4
89,1
90,2
91,2
92,5
93,2
94,1
95,0
96,6
97,5
98,2
99,3
100,2
101,1
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,1
110,2
111,2
112,2
113,6
114,4
