0,0
1,1
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,2
13,0
14,2
15,0
16,0
17,3
18,2
19,4
20,3
21,0
22,0
23,0
24,3
25,1
26,4
27,4
28,0
29,4
30,4
31,2
32,0
33,0
34,2
35,4
36,4
37,1
38,2
39,2
40,0
41,0
42,4
43,2
44,4
45,1
46,0
47,0
48,3
49,1
50,0
51,0
52,5
53,0
54,2
55,4
56,6
57,6
58,4
59,4
60,0
61,6
62,6
63,0
64,0
65,6
66,4
67,0
68,0
69,0
70,6
71,6
72,0
73,0
74,0
75,3
76,3
77,0
78,0
79,4
80,4
81,0
82,4
83,0
84,0
85,2
86,4
87,3
88,1
89,1
90,0
91,4
92,4
93,0
94,4
95,3
96,3
97,0
98,5
99,2
100,4
101,4
102,0
103,1
104,0
105,1
106,2
107,0
108,0
109,1
110,0
111,0
112,4
113,3
114,0
